transaction_id,amount_inr,amount_bucket,failure_reason,customer_risk,failed_at,customer_id
txn_00044,116.64,low,card_expired,low,2026-08-21T10:55:00,cust_0184
txn_00045,4010.52,mid,insufficient_funds,low,2026-08-15T02:57:00,cust_0384
txn_00046,4892.93,mid,insufficient_funds,high,2026-08-01T13:32:00,cust_0092
txn_00047,468.87,low,otp_failed,low,2026-08-07T01:42:00,cust_0082
txn_00048,4363.67,mid,card_expired,low,2026-08-08T22:57:00,cust_0157
txn_00049,3470.15,mid,card_expired,medium,2026-08-20T16:03:00,cust_0036
txn_00050,49151.74,high,cart_abandoned,low,2026-08-08T12:51:00,cust_0015
txn_00051,130.36,low,insufficient_funds,high,2026-08-14T13:48:00,cust_0223
txn_00052,10204.06,high,bank_timeout,medium,2026-08-05T07:48:00,cust_0131
txn_00053,35908.57,high,insufficient_funds,low,2026-08-17T18:31:00,cust_0344
txn_00054,33041.99,high,insufficient_funds,low,2026-08-20T07:07:00,cust_0064
txn_00055,2337.77,mid,otp_failed,low,2026-08-13T14:46:00,cust_0066
txn_00056,12831.23,high,insufficient_funds,low,2026-08-07T20:21:00,cust_0208
txn_00057,31099.32,high,risk_decline,low,2026-08-08T07:59:00,cust_0239
txn_00058,48192.44,high,bank_timeout,low,2026-08-04T20:40:00,cust_0338
txn_00059,334.82,low,insufficient_funds,low,2026-08-16T07:26:00,cust_0159
txn_00060,60.99,low,insufficient_funds,low,2026-08-11T08:43:00,cust_0213
txn_00061,373.26,low,cart_abandoned,low,2026-08-15T22:17:00,cust_0353
txn_00062,396.52,low,insufficient_funds,medium,2026-08-19T07:09:00,cust_0357
txn_00063,4317.51,mid,risk_decline,low,2026-08-16T04:35:00,cust_0272
txn_00064,32569.35,high,cart_abandoned,low,2026-08-21T07:09:00,cust_0259
txn_00065,1216.21,mid,bank_timeout,medium,2026-08-06T21:33:00,cust_0385
txn_00066,2845.85,mid,insufficient_funds,low,2026-08-11T00:13:00,cust_0040
txn_00067,201.13,low,otp_failed,low,2026-08-06T06:17:00,cust_0197
txn_00068,2334.2,mid,otp_failed,medium,2026-08-02T10:00:00,cust_0106
txn_00069,5878.94,high,card_expired,low,2026-08-09T15:44:00,cust_0245
txn_00070,4340.52,mid,insufficient_funds,low,2026-08-13T05:56:00,cust_0383
txn_00071,2697.03,mid,otp_failed,medium,2026-08-01T15:51:00,cust_0200
txn_00072,231.94,low,bank_timeout,low,2026-08-15T03:50:00,cust_0274
txn_00073,303.98,low,insufficient_funds,low,2026-08-20T17:24:00,cust_0237
txn_00074,2546.15,mid,insufficient_funds,low,2026-08-07T07:57:00,cust_0386
txn_00075,425.71,low,cart_abandoned,low,2026-08-08T23:07:00,cust_0115
txn_00076,343.29,low,otp_failed,medium,2026-08-20T02:19:00,cust_0011
txn_00077,1014.75,mid,otp_failed,low,2026-08-16T22:00:00,cust_0132
txn_00078,323.26,low,otp_failed,low,2026-08-08T01:52:00,cust_0056
txn_00079,21888.81,high,risk_decline,high,2026-08-05T12:18:00,cust_0039
txn_00080,18571.22,high,risk_decline,medium,2026-08-14T15:54:00,cust_0062
txn_00081,68.48,low,card_expired,low,2026-08-12T12:19:00,cust_0332
txn_00082,48235.44,high,bank_timeout,medium,2026-08-21T06:55:00,cust_0236
txn_00083,17153.71,high,otp_failed,low,2026-08-18T15:03:00,cust_0248
txn_00084,316.61,low,bank_timeout,medium,2026-08-07T08:19:00,cust_0231
txn_00085,2205.45,mid,insufficient_funds,low,2026-08-05T03:18:00,cust_0250
txn_00086,4461.44,mid,insufficient_funds,medium,2026-08-13T15:32:00,cust_0006
txn_00087,158.61,low,risk_decline,low,2026-08-16T17:09:00,cust_0244
txn_00088,14971.84,high,otp_failed,low,2026-08-06T12:52:00,cust_0157
txn_00089,49848.42,high,otp_failed,low,2026-08-08T12:39:00,cust_0181
txn_00090,163.13,low,otp_failed,low,2026-08-17T21:42:00,cust_0275
txn_00091,17442.48,high,cart_abandoned,low,2026-08-18T07:10:00,cust_0269
txn_00092,1833.11,mid,risk_decline,high,2026-08-01T07:43:00,cust_0363
txn_00093,488.43,low,risk_decline,low,2026-08-15T12:21:00,cust_0386
txn_00094,308.33,low,bank_timeout,medium,2026-08-02T04:03:00,cust_0130
txn_00095,8333.7,high,cart_abandoned,low,2026-08-16T14:53:00,cust_0028
txn_00096,16168.59,high,insufficient_funds,medium,2026-08-18T09:29:00,cust_0214
txn_00097,2851.58,mid,risk_decline,medium,2026-08-07T18:23:00,cust_0302
txn_00098,329.46,low,cart_abandoned,low,2026-08-15T05:36:00,cust_0109
txn_00099,2983.97,mid,insufficient_funds,low,2026-08-11T06:02:00,cust_0353
txn_00100,3681.3,mid,risk_decline,low,2026-08-02T14:52:00,cust_0352
txn_00101,406.06,low,insufficient_funds,low,2026-08-10T16:10:00,cust_0059
txn_00102,458.79,low,risk_decline,low,2026-08-19T00:52:00,cust_0158
txn_00103,2476.19,mid,risk_decline,medium,2026-08-16T22:08:00,cust_0207
txn_00104,861.99,mid,cart_abandoned,low,2026-08-17T17:09:00,cust_0166
txn_00105,43723.26,high,risk_decline,low,2026-08-01T11:19:00,cust_0392
txn_00106,26172.54,high,otp_failed,low,2026-08-11T01:30:00,cust_0143
txn_00107,2712.77,mid,insufficient_funds,low,2026-08-10T07:00:00,cust_0171
txn_00108,27296.11,high,bank_timeout,low,2026-08-10T02:42:00,cust_0390
txn_00109,1954.73,mid,risk_decline,low,2026-08-20T16:21:00,cust_0264
txn_00110,7439.18,high,card_expired,low,2026-08-09T05:34:00,cust_0319
txn_00111,1416.01,mid,otp_failed,low,2026-08-10T23:16:00,cust_0358
txn_00112,4096.91,mid,bank_timeout,low,2026-08-13T12:49:00,cust_0008
txn_00113,496.52,low,risk_decline,low,2026-08-15T17:44:00,cust_0079
txn_00114,1730.41,mid,bank_timeout,medium,2026-08-06T13:06:00,cust_0234
txn_00115,464.84,low,risk_decline,low,2026-08-07T06:52:00,cust_0396
txn_00116,2784.82,mid,card_expired,low,2026-08-17T12:31:00,cust_0153
txn_00117,4393.67,mid,card_expired,low,2026-08-08T20:29:00,cust_0171
txn_00118,13489.36,high,risk_decline,low,2026-08-06T10:25:00,cust_0293
txn_00119,1931.79,mid,bank_timeout,medium,2026-08-09T18:51:00,cust_0340
txn_00120,10681.08,high,card_expired,low,2026-08-08T13:18:00,cust_0052
txn_00121,2556.18,mid,cart_abandoned,low,2026-08-20T19:38:00,cust_0336
txn_00122,1692.6,mid,cart_abandoned,low,2026-08-15T18:53:00,cust_0042
txn_00123,19249.75,high,card_expired,medium,2026-08-21T04:39:00,cust_0389
txn_00124,1556.47,mid,bank_timeout,low,2026-08-06T04:14:00,cust_0383
txn_00125,392.17,low,insufficient_funds,high,2026-08-16T19:01:00,cust_0154
txn_00126,408.26,low,cart_abandoned,low,2026-08-06T13:21:00,cust_0272
txn_00127,1287.81,mid,bank_timeout,low,2026-08-15T02:26:00,cust_0350
txn_00128,2575.17,mid,insufficient_funds,medium,2026-08-16T04:11:00,cust_0005
txn_00129,2959.69,mid,cart_abandoned,low,2026-08-14T08:53:00,cust_0154
txn_00130,4303.87,mid,otp_failed,low,2026-08-20T10:02:00,cust_0248
txn_00131,211.53,low,insufficient_funds,low,2026-08-19T21:18:00,cust_0338
txn_00132,48812.13,high,bank_timeout,low,2026-08-17T22:57:00,cust_0255
txn_00133,399.08,low,card_expired,medium,2026-08-15T11:40:00,cust_0098
txn_00134,42725.17,high,otp_failed,low,2026-08-03T05:03:00,cust_0322
txn_00135,248.37,low,otp_failed,low,2026-08-21T16:46:00,cust_0152
txn_00136,4039.31,mid,bank_timeout,low,2026-08-13T01:54:00,cust_0257
txn_00137,4211.1,mid,cart_abandoned,medium,2026-08-17T23:43:00,cust_0174
txn_00138,15152.66,high,card_expired,low,2026-08-17T11:31:00,cust_0346
txn_00139,412.06,low,cart_abandoned,high,2026-08-07T00:25:00,cust_0275
txn_00140,22146.15,high,insufficient_funds,low,2026-08-09T10:52:00,cust_0056
txn_00141,19760.28,high,otp_failed,low,2026-08-06T00:53:00,cust_0332
txn_00142,459.22,low,insufficient_funds,medium,2026-08-02T00:45:00,cust_0020
txn_00143,4492.67,mid,insufficient_funds,low,2026-08-09T10:37:00,cust_0344
txn_00144,3143.03,mid,cart_abandoned,low,2026-08-15T21:40:00,cust_0051
txn_00145,472.57,low,card_expired,low,2026-08-11T02:08:00,cust_0228
txn_00146,29500.96,high,cart_abandoned,medium,2026-08-09T03:53:00,cust_0032
txn_00147,25462.28,high,bank_timeout,low,2026-08-05T19:50:00,cust_0329
txn_00148,49496.94,high,otp_failed,high,2026-08-05T16:04:00,cust_0036
txn_00149,313.87,low,card_expired,low,2026-08-18T22:42:00,cust_0306
txn_00150,115.11,low,insufficient_funds,medium,2026-08-03T12:02:00,cust_0339
txn_00151,211.21,low,cart_abandoned,low,2026-08-04T23:09:00,cust_0136
txn_00152,3855.49,mid,insufficient_funds,medium,2026-08-12T16:17:00,cust_0304
txn_00153,40245.21,high,insufficient_funds,low,2026-08-12T20:46:00,cust_0155
txn_00154,23072.78,high,bank_timeout,high,2026-08-03T10:57:00,cust_0252
txn_00155,454.67,low,otp_failed,low,2026-08-07T06:11:00,cust_0320
txn_00156,4975.82,mid,otp_failed,low,2026-08-12T12:05:00,cust_0310
txn_00157,44496.78,high,bank_timeout,medium,2026-08-17T09:40:00,cust_0111
txn_00158,22942.86,high,bank_timeout,medium,2026-08-03T03:55:00,cust_0161
txn_00159,218.44,low,bank_timeout,low,2026-08-03T01:49:00,cust_0044
txn_00160,30036.68,high,insufficient_funds,low,2026-08-13T18:42:00,cust_0288
txn_00161,38762.79,high,bank_timeout,low,2026-08-02T04:05:00,cust_0148
txn_00162,310.06,low,risk_decline,low,2026-08-20T06:43:00,cust_0056
txn_00163,1753.56,mid,bank_timeout,low,2026-08-20T05:34:00,cust_0288
txn_00164,6181.42,high,cart_abandoned,medium,2026-08-19T20:59:00,cust_0356
txn_00165,366.21,low,insufficient_funds,low,2026-08-05T03:04:00,cust_0074
txn_00166,6379.57,high,risk_decline,low,2026-08-13T01:42:00,cust_0111
txn_00167,19597.23,high,bank_timeout,low,2026-08-14T13:37:00,cust_0044
txn_00168,723.93,mid,cart_abandoned,low,2026-08-16T01:30:00,cust_0218
txn_00169,3897.24,mid,bank_timeout,low,2026-08-03T12:33:00,cust_0146
txn_00170,14923.33,high,otp_failed,low,2026-08-02T05:55:00,cust_0004
txn_00171,395.31,low,insufficient_funds,high,2026-08-01T04:13:00,cust_0255
txn_00172,27511.81,high,otp_failed,low,2026-08-19T08:17:00,cust_0182
txn_00173,584.34,mid,insufficient_funds,medium,2026-08-14T02:26:00,cust_0220
txn_00174,1018.28,mid,risk_decline,medium,2026-08-04T21:51:00,cust_0317
txn_00175,2465.2,mid,bank_timeout,low,2026-08-14T09:36:00,cust_0206
txn_00176,189.62,low,risk_decline,low,2026-08-02T17:42:00,cust_0262
txn_00177,20799.49,high,otp_failed,low,2026-08-19T13:07:00,cust_0076
txn_00178,39209.69,high,insufficient_funds,low,2026-08-02T17:09:00,cust_0091
txn_00179,31076.06,high,cart_abandoned,low,2026-08-21T01:42:00,cust_0290
txn_00180,4869.38,mid,otp_failed,high,2026-08-02T13:17:00,cust_0241
txn_00181,752.77,mid,bank_timeout,low,2026-08-11T12:10:00,cust_0232
txn_00182,179.18,low,insufficient_funds,low,2026-08-14T23:52:00,cust_0305
txn_00183,4063.18,mid,risk_decline,low,2026-08-21T16:27:00,cust_0293
txn_00184,264.03,low,otp_failed,low,2026-08-19T10:53:00,cust_0176
txn_00185,676.14,mid,cart_abandoned,low,2026-08-12T22:12:00,cust_0268
txn_00186,39850.92,high,risk_decline,low,2026-08-14T14:31:00,cust_0027
txn_00187,925.28,mid,card_expired,low,2026-08-06T17:37:00,cust_0371
txn_00188,8667.59,high,card_expired,high,2026-08-04T05:14:00,cust_0180
txn_00189,347.96,low,insufficient_funds,low,2026-08-08T01:04:00,cust_0287
txn_00190,42303.15,high,bank_timeout,medium,2026-08-16T14:19:00,cust_0270
txn_00191,278.82,low,insufficient_funds,low,2026-08-08T18:37:00,cust_0393
txn_00192,111.9,low,bank_timeout,low,2026-08-12T13:15:00,cust_0395
txn_00193,44437.67,high,risk_decline,medium,2026-08-03T23:34:00,cust_0306
txn_00194,424.11,low,bank_timeout,low,2026-08-17T09:51:00,cust_0225
txn_00195,32476.79,high,insufficient_funds,low,2026-08-18T20:03:00,cust_0230
txn_00196,484.52,low,insufficient_funds,low,2026-08-09T08:53:00,cust_0348
txn_00197,22184.26,high,cart_abandoned,high,2026-08-10T12:38:00,cust_0083
txn_00198,1625.01,mid,card_expired,medium,2026-08-13T14:51:00,cust_0053
txn_00199,877.44,mid,otp_failed,low,2026-08-21T14:25:00,cust_0263
txn_00200,1499.17,mid,insufficient_funds,low,2026-08-01T14:33:00,cust_0213
txn_00201,156.1,low,insufficient_funds,low,2026-08-08T06:02:00,cust_0051
txn_00202,1119.2,mid,card_expired,low,2026-08-16T20:08:00,cust_0072
txn_00203,326.91,low,otp_failed,low,2026-08-20T00:00:00,cust_0077
txn_00204,1000.34,mid,risk_decline,medium,2026-08-03T18:32:00,cust_0025
txn_00205,782.63,mid,insufficient_funds,low,2026-08-14T13:53:00,cust_0275
txn_00206,24315.75,high,insufficient_funds,low,2026-08-09T00:41:00,cust_0124
txn_00207,21227.17,high,risk_decline,low,2026-08-13T09:08:00,cust_0260
txn_00208,4429.99,mid,card_expired,low,2026-08-09T11:52:00,cust_0130
txn_00209,80.4,low,otp_failed,low,2026-08-18T13:20:00,cust_0298
txn_00210,69.95,low,otp_failed,low,2026-08-19T21:30:00,cust_0399
txn_00211,11068.37,high,otp_failed,high,2026-08-18T15:54:00,cust_0235
txn_00212,4486.06,mid,insufficient_funds,low,2026-08-12T17:28:00,cust_0204
txn_00213,3889.81,mid,cart_abandoned,low,2026-08-20T14:50:00,cust_0400
txn_00214,4097.04,mid,insufficient_funds,low,2026-08-17T21:56:00,cust_0226
txn_00215,27388.55,high,cart_abandoned,low,2026-08-07T01:39:00,cust_0043
txn_00216,4200.54,mid,otp_failed,low,2026-08-03T08:01:00,cust_0041
txn_00217,3729.48,mid,bank_timeout,low,2026-08-08T23:59:00,cust_0229
txn_00218,208.65,low,insufficient_funds,medium,2026-08-02T16:58:00,cust_0344
txn_00219,410.49,low,otp_failed,low,2026-08-20T07:29:00,cust_0312
txn_00220,1561.98,mid,otp_failed,low,2026-08-09T17:05:00,cust_0291
txn_00221,252.47,low,insufficient_funds,low,2026-08-14T01:26:00,cust_0071
txn_00222,10105.19,high,risk_decline,low,2026-08-05T05:36:00,cust_0256
txn_00223,102.99,low,risk_decline,medium,2026-08-14T22:09:00,cust_0147
txn_00224,140.08,low,otp_failed,high,2026-08-21T10:47:00,cust_0366
txn_00225,4304.85,mid,bank_timeout,low,2026-08-17T03:30:00,cust_0034
txn_00226,36930.37,high,risk_decline,low,2026-08-15T12:16:00,cust_0090
txn_00227,1404.41,mid,card_expired,low,2026-08-01T14:21:00,cust_0185
txn_00228,411.65,low,risk_decline,low,2026-08-02T11:54:00,cust_0159
txn_00229,23424.51,high,bank_timeout,medium,2026-08-02T16:16:00,cust_0065
txn_00230,20503.17,high,cart_abandoned,low,2026-08-15T13:24:00,cust_0301
txn_00231,244.68,low,insufficient_funds,high,2026-08-12T18:57:00,cust_0079
txn_00232,47636.74,high,insufficient_funds,low,2026-08-21T08:44:00,cust_0146
txn_00233,2978.79,mid,card_expired,low,2026-08-14T23:33:00,cust_0274
txn_00234,12704.03,high,insufficient_funds,low,2026-08-17T09:33:00,cust_0310
txn_00235,8655.03,high,bank_timeout,high,2026-08-18T13:04:00,cust_0296
txn_00236,6362.87,high,insufficient_funds,low,2026-08-13T09:57:00,cust_0149
txn_00237,4133.07,mid,otp_failed,low,2026-08-02T15:51:00,cust_0353
txn_00238,1418.1,mid,insufficient_funds,low,2026-08-20T14:29:00,cust_0368
txn_00239,39229.92,high,insufficient_funds,high,2026-08-13T18:44:00,cust_0055
txn_00240,1615.63,mid,insufficient_funds,low,2026-08-09T17:47:00,cust_0316
txn_00241,47018.82,high,bank_timeout,high,2026-08-08T02:47:00,cust_0098
txn_00242,281.63,low,otp_failed,low,2026-08-03T01:10:00,cust_0202
txn_00243,2088.03,mid,risk_decline,high,2026-08-14T14:19:00,cust_0335
txn_00244,983.74,mid,otp_failed,low,2026-08-17T13:18:00,cust_0188
txn_00245,13759.49,high,otp_failed,low,2026-08-07T13:36:00,cust_0038
txn_00246,33045.87,high,bank_timeout,low,2026-08-03T16:53:00,cust_0066
txn_00247,407.7,low,cart_abandoned,low,2026-08-05T12:42:00,cust_0309
txn_00248,1116.66,mid,risk_decline,low,2026-08-12T19:37:00,cust_0234
txn_00249,4691.16,mid,insufficient_funds,medium,2026-08-15T00:41:00,cust_0379
txn_00250,27043.1,high,card_expired,low,2026-08-07T19:43:00,cust_0244
txn_00251,31266.6,high,card_expired,low,2026-08-20T20:16:00,cust_0353
txn_00252,48742.56,high,otp_failed,low,2026-08-14T03:27:00,cust_0117
txn_00253,3330.61,mid,otp_failed,low,2026-08-04T08:42:00,cust_0349
txn_00254,1358.53,mid,insufficient_funds,low,2026-08-04T10:42:00,cust_0212
txn_00255,44276.8,high,otp_failed,low,2026-08-17T13:15:00,cust_0032
txn_00256,4991.55,mid,otp_failed,low,2026-08-08T03:21:00,cust_0089
txn_00257,44044.45,high,bank_timeout,low,2026-08-15T15:19:00,cust_0355
txn_00258,1755.53,mid,insufficient_funds,low,2026-08-18T13:09:00,cust_0148
txn_00259,30221.94,high,otp_failed,low,2026-08-07T05:20:00,cust_0148
txn_00260,220.86,low,insufficient_funds,low,2026-08-07T14:37:00,cust_0022
txn_00261,2490.69,mid,insufficient_funds,medium,2026-08-05T20:51:00,cust_0104
txn_00262,9915.2,high,card_expired,low,2026-08-14T08:29:00,cust_0123
txn_00263,3370.75,mid,insufficient_funds,low,2026-08-08T12:23:00,cust_0368
txn_00264,111.86,low,bank_timeout,low,2026-08-10T06:13:00,cust_0335
txn_00265,1397.55,mid,cart_abandoned,medium,2026-08-07T11:52:00,cust_0331
txn_00266,343.53,low,insufficient_funds,medium,2026-08-21T18:44:00,cust_0090
txn_00267,663.53,mid,bank_timeout,medium,2026-08-05T05:45:00,cust_0384
txn_00268,444.53,low,cart_abandoned,high,2026-08-08T14:58:00,cust_0146
txn_00269,11039.0,high,bank_timeout,low,2026-08-11T15:36:00,cust_0140
txn_00270,123.12,low,insufficient_funds,low,2026-08-01T07:41:00,cust_0378
txn_00271,32492.95,high,bank_timeout,low,2026-08-21T09:54:00,cust_0208
txn_00272,89.03,low,card_expired,low,2026-08-11T20:45:00,cust_0166
txn_00273,2510.31,mid,cart_abandoned,low,2026-08-07T20:54:00,cust_0299
txn_00274,344.16,low,otp_failed,low,2026-08-11T14:10:00,cust_0158
txn_00275,39642.85,high,insufficient_funds,low,2026-08-03T16:07:00,cust_0328
txn_00276,326.58,low,cart_abandoned,low,2026-08-11T08:28:00,cust_0383
txn_00277,39080.77,high,cart_abandoned,low,2026-08-19T18:53:00,cust_0112
txn_00278,28647.8,high,otp_failed,low,2026-08-17T00:21:00,cust_0186
txn_00279,27746.92,high,insufficient_funds,low,2026-08-13T05:05:00,cust_0077
txn_00280,3561.33,mid,insufficient_funds,medium,2026-08-03T01:39:00,cust_0262
txn_00281,30376.0,high,bank_timeout,low,2026-08-11T12:31:00,cust_0345
txn_00282,38561.2,high,card_expired,medium,2026-08-02T15:53:00,cust_0024
txn_00283,771.15,mid,bank_timeout,medium,2026-08-01T17:19:00,cust_0147
txn_00284,4902.5,mid,bank_timeout,medium,2026-08-09T12:30:00,cust_0196
txn_00285,48386.5,high,bank_timeout,medium,2026-08-04T00:37:00,cust_0335
txn_00286,496.78,low,cart_abandoned,low,2026-08-19T23:55:00,cust_0002
txn_00287,3735.92,mid,otp_failed,high,2026-08-19T17:39:00,cust_0118
txn_00288,174.04,low,insufficient_funds,low,2026-08-01T17:35:00,cust_0339
txn_00289,447.69,low,bank_timeout,medium,2026-08-14T12:22:00,cust_0018
txn_00290,1601.3,mid,bank_timeout,low,2026-08-06T07:58:00,cust_0277
txn_00291,18016.86,high,insufficient_funds,medium,2026-08-14T02:37:00,cust_0164
txn_00292,44431.62,high,risk_decline,medium,2026-08-12T20:40:00,cust_0114
txn_00293,300.52,low,bank_timeout,low,2026-08-15T05:52:00,cust_0348
txn_00294,35210.41,high,bank_timeout,low,2026-08-08T06:04:00,cust_0357
txn_00295,219.41,low,bank_timeout,low,2026-08-07T20:14:00,cust_0363
txn_00296,23742.85,high,insufficient_funds,low,2026-08-04T01:13:00,cust_0199
txn_00297,341.02,low,insufficient_funds,low,2026-08-13T04:31:00,cust_0371
txn_00298,219.73,low,card_expired,low,2026-08-05T06:45:00,cust_0390
txn_00299,1440.0,mid,risk_decline,low,2026-08-21T16:25:00,cust_0008
txn_00300,383.66,low,insufficient_funds,low,2026-08-16T19:54:00,cust_0310
txn_00301,1947.27,mid,otp_failed,low,2026-08-13T03:26:00,cust_0333
txn_00302,9437.37,high,bank_timeout,low,2026-08-11T16:24:00,cust_0390
txn_00303,216.82,low,card_expired,medium,2026-08-17T20:49:00,cust_0075
txn_00304,312.81,low,insufficient_funds,low,2026-08-08T12:09:00,cust_0118
txn_00305,3445.74,mid,bank_timeout,medium,2026-08-18T08:53:00,cust_0251
txn_00306,270.77,low,cart_abandoned,low,2026-08-04T04:26:00,cust_0369
txn_00307,48075.66,high,risk_decline,low,2026-08-01T18:28:00,cust_0039
txn_00308,393.95,low,cart_abandoned,low,2026-08-02T13:07:00,cust_0363
txn_00309,33697.79,high,insufficient_funds,low,2026-08-21T18:29:00,cust_0248
txn_00310,5752.68,high,otp_failed,low,2026-08-07T06:02:00,cust_0275
txn_00311,415.92,low,cart_abandoned,low,2026-08-03T10:26:00,cust_0050
txn_00312,1635.88,mid,risk_decline,low,2026-08-02T19:09:00,cust_0192
txn_00313,159.44,low,cart_abandoned,low,2026-08-15T21:01:00,cust_0333
txn_00314,220.67,low,otp_failed,low,2026-08-16T23:50:00,cust_0088
txn_00315,340.21,low,insufficient_funds,medium,2026-08-21T08:40:00,cust_0271
txn_00316,3615.29,mid,cart_abandoned,low,2026-08-02T01:25:00,cust_0039
txn_00317,3461.49,mid,otp_failed,low,2026-08-01T08:33:00,cust_0107
txn_00318,370.72,low,risk_decline,medium,2026-08-13T19:59:00,cust_0124
txn_00319,22273.08,high,risk_decline,medium,2026-08-04T04:25:00,cust_0353
txn_00320,488.45,low,otp_failed,low,2026-08-08T18:00:00,cust_0310
txn_00321,3981.0,mid,otp_failed,high,2026-08-18T19:55:00,cust_0231
txn_00322,35586.27,high,bank_timeout,low,2026-08-09T15:34:00,cust_0044
txn_00323,830.78,mid,otp_failed,low,2026-08-17T04:40:00,cust_0325
txn_00324,911.84,mid,insufficient_funds,low,2026-08-09T04:33:00,cust_0390
txn_00325,2519.8,mid,insufficient_funds,low,2026-08-03T08:24:00,cust_0014
txn_00326,318.62,low,insufficient_funds,low,2026-08-07T15:23:00,cust_0212
txn_00327,49017.79,high,bank_timeout,low,2026-08-12T20:35:00,cust_0087
txn_00328,171.01,low,otp_failed,low,2026-08-10T21:23:00,cust_0142
txn_00329,16096.55,high,bank_timeout,low,2026-08-12T06:46:00,cust_0305
txn_00330,22806.14,high,risk_decline,low,2026-08-09T15:28:00,cust_0169
txn_00331,3429.67,mid,bank_timeout,low,2026-08-08T07:07:00,cust_0309
txn_00332,4840.59,mid,cart_abandoned,low,2026-08-17T17:20:00,cust_0356
txn_00333,1966.49,mid,otp_failed,high,2026-08-09T07:20:00,cust_0059
txn_00334,498.77,low,cart_abandoned,low,2026-08-17T13:09:00,cust_0237
txn_00335,4240.77,mid,cart_abandoned,low,2026-08-16T07:32:00,cust_0256
txn_00336,1193.64,mid,insufficient_funds,low,2026-08-02T16:23:00,cust_0230
txn_00337,46417.65,high,cart_abandoned,low,2026-08-10T12:26:00,cust_0279
txn_00338,365.74,low,insufficient_funds,high,2026-08-03T11:43:00,cust_0394
